,0,1,2,3,4,5,6,7,8,9,10,11,12
0,90.00000000000087,90.13688600439208,90.27377200878327,90.41065801317446,90.54754401756564,90.68443002195686,90.821316026348,90.95820203073922,91.0950880351304,91.23197403952157,91.36886004391278,91.50574604830396,91.64263205269516
1,90.0000000000009,90.13688600439208,90.27377200878328,90.41065801317446,90.54754401756566,90.68443002195687,90.82131602634804,90.95820203073923,91.0950880351304,91.23197403952157,91.36886004391276,91.50574604830399,91.64263205269516
2,90.00000000000087,90.13688600439205,90.27377200878325,90.41065801317446,90.54754401756563,90.68443002195681,90.821316026348,90.95820203073919,91.0950880351304,91.23197403952157,91.36886004391275,91.50574604830395,91.64263205269512
3,90.0000000000009,90.13688600439205,90.27377200878327,90.41065801317446,90.54754401756563,90.68443002195683,90.821316026348,90.95820203073922,91.0950880351304,91.23197403952159,91.36886004391278,91.50574604830399,91.64263205269516
4,90.00000000000087,90.13688600439208,90.27377200878325,90.41065801317446,90.54754401756564,90.68443002195683,90.82131602634803,90.95820203073919,91.0950880351304,91.23197403952159,91.36886004391278,91.50574604830396,91.64263205269513
5,90.00000000000087,90.13688600439205,90.27377200878325,90.41065801317443,90.54754401756563,90.68443002195683,90.821316026348,90.95820203073919,91.0950880351304,91.23197403952157,91.36886004391276,91.50574604830395,91.64263205269516
6,90.00000000000087,90.13688600439208,90.27377200878323,90.41065801317444,90.54754401756563,90.68443002195683,90.82131602634799,90.95820203073919,91.0950880351304,91.23197403952157,91.36886004391276,91.50574604830396,91.64263205269513
7,90.00000000000085,90.13688600439208,90.27377200878325,90.41065801317444,90.54754401756563,90.68443002195681,90.821316026348,90.95820203073922,91.0950880351304,91.23197403952157,91.36886004391275,91.50574604830395,91.64263205269516
8,90.00000000000087,90.13688600439208,90.27377200878325,90.41065801317444,90.54754401756563,90.68443002195686,90.821316026348,90.95820203073919,91.0950880351304,91.23197403952157,91.36886004391276,91.50574604830396,91.64263205269516
9,90.0000000000009,90.13688600439208,90.27377200878325,90.41065801317444,90.54754401756563,90.68443002195683,90.821316026348,90.95820203073919,91.0950880351304,91.23197403952157,91.36886004391276,91.50574604830396,91.64263205269516
10,90.00000000000087,90.13688600439205,90.27377200878325,90.41065801317444,90.54754401756563,90.68443002195683,90.821316026348,90.95820203073919,91.09508803513039,91.23197403952157,91.36886004391278,91.50574604830399,91.64263205269516
11,90.00000000000087,90.13688600439205,90.27377200878325,90.41065801317444,90.54754401756561,90.68443002195683,90.82131602634803,90.95820203073919,91.09508803513036,91.23197403952157,91.36886004391275,91.50574604830393,91.64263205269513
12,90.0000000000009,90.13688600439205,90.27377200878323,90.41065801317444,90.54754401756561,90.68443002195681,90.82131602634803,90.95820203073919,91.09508803513036,91.23197403952157,91.36886004391275,91.50574604830395,91.64263205269512
