,0,1,2,3,4,5,6,7,8,9,10,11,12
0,4.304709728784084,4.304709728784083,4.304709728784083,4.304709728784083,4.304709728784083,4.304709728784084,4.304709728784083,4.304709728784083,4.304709728784083,4.304709728784083,4.304709728784084,4.304709728784084,4.304709728784084
1,4.319351598609881,4.31935159860988,4.319351598609881,4.31935159860988,4.31935159860988,4.319351598609881,4.319351598609881,4.319351598609881,4.319351598609881,4.319351598609882,4.31935159860988,4.31935159860988,4.319351598609881
2,4.333993468435677,4.3339934684356765,4.333993468435677,4.333993468435676,4.3339934684356765,4.333993468435677,4.3339934684356765,4.3339934684356765,4.333993468435676,4.333993468435677,4.333993468435677,4.3339934684356765,4.333993468435677
3,4.348635338261474,4.348635338261472,4.348635338261473,4.348635338261473,4.348635338261472,4.348635338261473,4.348635338261473,4.348635338261473,4.348635338261473,4.348635338261473,4.348635338261473,4.348635338261473,4.348635338261473
4,4.363277208087269,4.363277208087269,4.363277208087269,4.3632772080872675,4.363277208087268,4.363277208087268,4.3632772080872675,4.363277208087269,4.363277208087269,4.3632772080872675,4.363277208087269,4.363277208087268,4.3632772080872675
5,4.377919077913065,4.377919077913066,4.377919077913066,4.377919077913066,4.377919077913066,4.377919077913066,4.377919077913065,4.377919077913066,4.377919077913065,4.377919077913066,4.377919077913066,4.377919077913066,4.377919077913066
6,4.392560947738863,4.392560947738861,4.392560947738861,4.392560947738862,4.392560947738862,4.392560947738861,4.392560947738861,4.392560947738862,4.392560947738861,4.392560947738861,4.392560947738862,4.392560947738861,4.392560947738862
7,4.4072028175646585,4.407202817564659,4.407202817564659,4.407202817564658,4.407202817564658,4.407202817564658,4.407202817564657,4.407202817564658,4.4072028175646585,4.407202817564658,4.4072028175646585,4.4072028175646585,4.4072028175646585
8,4.421844687390454,4.421844687390454,4.421844687390455,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454,4.421844687390454
9,4.436486557216249,4.436486557216249,4.43648655721625,4.436486557216249,4.4364865572162495,4.4364865572162495,4.436486557216249,4.43648655721625,4.4364865572162495,4.4364865572162495,4.43648655721625,4.436486557216249,4.4364865572162495
10,4.451128427042046,4.451128427042045,4.451128427042047,4.451128427042045,4.451128427042045,4.451128427042045,4.451128427042045,4.451128427042045,4.451128427042045,4.451128427042046,4.451128427042045,4.451128427042045,4.451128427042046
11,4.465770296867843,4.465770296867842,4.465770296867842,4.465770296867841,4.465770296867842,4.465770296867842,4.465770296867842,4.465770296867843,4.465770296867843,4.465770296867841,4.465770296867842,4.465770296867842,4.465770296867842
12,4.48041216669364,4.48041216669364,4.480412166693639,4.48041216669364,4.48041216669364,4.48041216669364,4.48041216669364,4.480412166693639,4.480412166693639,4.48041216669364,4.480412166693639,4.480412166693639,4.48041216669364
